Reason,updated_reason,Slizovskiy_reason
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval- cataract +/- ERG & U/S,Uncategorized,
Eval- cataract +/- ERG & U/S,Uncategorized,
Eval- cataract +/- ERG & U/S,Uncategorized,
Eval- cataract +/- ERG & U/S,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
"anemic
",Uncategorized,
"anemic
",Uncategorized,
"bleeding from penis, not using litter box",Uncategorized,
Eval Incontinence,Uncategorized,
Eval - Ectopic Ureter,Uncategorized,
"ref: high WBC, kidney values",Uncategorized,
"ref: high WBC, kidney values",Uncategorized,
Referral - not doing well since last visit,Uncategorized,
ref- stones,Uncategorized,Urinary Issues
Eval - Poss. explant,Uncategorized,
"gallstones, poss obstruction",Uncategorized,
"gallstones, poss obstruction",Uncategorized,
New cat - urinating blood - per Dr. Whitehouse,Uncategorized,
overly sensitive and whimpering,Uncategorized,
Euthanize only,Uncategorized,
Euthanize only,Uncategorized,
Euthanize only,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
optho emergency,Uncategorized,
optho emergency,Uncategorized,
optho emergency,Uncategorized,
HBC,Uncategorized,
HBC,Uncategorized,
returning from yesterday. poss embolism,Uncategorized,
returning from yesterday. poss embolism,Uncategorized,
returning from yesterday. poss embolism,Uncategorized,
"cast change, update on xrays, urinating blood",Uncategorized,
Hyperactive and trouble using restroom,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
eval possible Fanconi syndrome,Uncategorized,
eval possible Fanconi syndrome,Uncategorized,
eval possible Fanconi syndrome,Uncategorized,
eval possible Fanconi syndrome,Uncategorized,
poss. pinched nerve,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
found unresponsive,Uncategorized,
found unresponsive,Uncategorized,
found unresponsive,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval - nasopharyngeal stenosis per Dr. Woolcock,Uncategorized,
Eval - nasopharyngeal stenosis per Dr. Woolcock,Uncategorized,
lesions on leg,Uncategorized,
lesions on leg,Uncategorized,
"unsteady, poss stroke",Uncategorized,
Eval Urolith in distal Urethra.,Uncategorized,
Eval Urolith in distal Urethra.,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Remove intra-abdominal necrotic lipoma,Uncategorized,Gastrointestinal_Abdominal Issues
Remove intra-abdominal necrotic lipoma,Uncategorized,Gastrointestinal_Abdominal Issues
Remove intra-abdominal necrotic lipoma,Uncategorized,Gastrointestinal_Abdominal Issues
Eval - possible blockage,Uncategorized,
dib - referral,Uncategorized,
dib - referral,Uncategorized,
dib - referral,Uncategorized,
dib - referral,Uncategorized,
dib - referral,Uncategorized,
Eval - issues with previous TPLO,Uncategorized,
Eval - issues with previous TPLO,Uncategorized,
found unresponsive,Uncategorized,
Swollen knee,Uncategorized,
Swollen knee,Uncategorized,
Amino Acid Infusion,Uncategorized,
laceration chin not healing,Uncategorized,
Ear cultures,Uncategorized,
Ear cultures,Uncategorized,
Ear cultures,Uncategorized,
Ear cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
bump on head that has opened,Uncategorized,
bump on head that has opened,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Deceased on presentation,Uncategorized,
Deceased on presentation,Uncategorized,
Deceased on presentation,Uncategorized,
collapsed,Uncategorized,
collapsed,Uncategorized,
collapsed,Uncategorized,
trouble urinating,Uncategorized,
not improving,Uncategorized,
not improving,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Bronchoscopy,Uncategorized,
Bronchoscopy,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Lab Work,Uncategorized,
Not urinating,Uncategorized,
Not urinating,Uncategorized,
Not urinating,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
swollen hock,Uncategorized,
Eval Large Lymphnode,Uncategorized,
Eval - Possible Fungle Neoplasia,Uncategorized,
Eval - Possible Fungle Neoplasia,Uncategorized,
BDLD,Uncategorized,
BDLD,Uncategorized,
"non ambulatory, worsening",Uncategorized,
"non ambulatory, worsening",Uncategorized,
barry wanted a uranalysis for culture,Uncategorized,
Ate Medication #230186443,Uncategorized,
c-section,Uncategorized,
c-section,Uncategorized,
c-section,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
"hasn't eaten, vomited",Uncategorized,
"hasn't eaten, vomited",Uncategorized,
"hasn't eaten, vomited",Uncategorized,
"hasn't eaten, vomited",Uncategorized,
"hasn't eaten, vomited",Uncategorized,
"hasn't eaten, vomited",Uncategorized,
eval kidney stones,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval - pericardectomy,Uncategorized,
Eval - pericardectomy,Uncategorized,
Eval - pericardectomy,Uncategorized,
Paraprostatic cyst,Uncategorized,
Paraprostatic cyst,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval. possible auto immune,Uncategorized,
Eval. possible auto immune,Uncategorized,
Drop off for explant,Uncategorized,
Drop off for explant,Uncategorized,
Get Fit 5,Uncategorized,
Euthanasia,Uncategorized,
Euthanasia,Uncategorized,
Euthanasia,Uncategorized,
Poss ate ibuprofen,Uncategorized,
Urination in weird places,Uncategorized,
Sub flush,Uncategorized,
Accomp foal,Uncategorized,
throwing up/wont take meds,Uncategorized,
throwing up/wont take meds,Uncategorized,
throwing up/wont take meds,Uncategorized,
throwing up/wont take meds,Uncategorized,
throwing up/wont take meds,Uncategorized,
throwing up/wont take meds,Uncategorized,
Choke,Uncategorized,
Choke,Uncategorized,
Choke,Uncategorized,
Allergic reaction,Uncategorized,
Sores on hind end,Uncategorized,
Eval - prostatic neoplasia,Uncategorized,
Get Fit 5,Uncategorized,
Get Fit 5,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval for ureteral stones,Uncategorized,Urinary Issues
Eval for ureteral stones,Uncategorized,Urinary Issues
Eval for ureteral stones,Uncategorized,Urinary Issues
Eval for ureteral stones,Uncategorized,Urinary Issues
Eval for ureteral stones,Uncategorized,Urinary Issues
Pancreatic Flare,Uncategorized,
Eval chronic bronchitiis,Uncategorized,
Eval chronic bronchitiis,Uncategorized,
Eval chronic bronchitiis,Uncategorized,
Eval chronic bronchitiis,Uncategorized,
Purpua,Uncategorized,
Purpua,Uncategorized,
Purpua,Uncategorized,
"V+,D+",Uncategorized,
drop off ultrasound/Rads,Uncategorized,
SDT research,Uncategorized,
SDT research,Uncategorized,
SDT research,Uncategorized,
SDT research,Uncategorized,
SDT research,Uncategorized,
Eval - IVDD,Uncategorized,
Drop off for explant,Uncategorized,
Drop off for explant,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Shaking head,Uncategorized,
ref: sx complications,Uncategorized,
ref: sx complications,Uncategorized,
ref: sx complications,Uncategorized,
ref: sx complications,Uncategorized,
"Urinating uncontrollably
",Uncategorized,
Not improving,Uncategorized,
Unsteady on feet,Uncategorized,
Unsteady on feet,Uncategorized,
Urinalysis,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Fluid on lungs,Uncategorized,
Fluid on lungs,Uncategorized,
Fluid on lungs,Uncategorized,
trouble breathing,Uncategorized,
trouble breathing,Uncategorized,
trouble breathing,Uncategorized,
REF - blocked,Uncategorized,
7:30 drop off MRI,Uncategorized,
7:30 drop off MRI,Uncategorized,
Drop off for TPLO,Uncategorized,
Drop off for TPLO,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
"referral, can't stand",Uncategorized,
"referral, can't stand",Uncategorized,
"referral, can't stand",Uncategorized,
Possible blocked,Uncategorized,
per Dr Smith,Uncategorized,
per Dr Smith,Uncategorized,
per Dr Smith,Uncategorized,
per Dr Smith,Uncategorized,
"circling, unable to stand, weak",Uncategorized,
"circling, unable to stand, weak",Uncategorized,
"circling, unable to stand, weak",Uncategorized,
"circling, unable to stand, weak",Uncategorized,
Not Able to Urinate,Uncategorized,
per Dr Klutzke,Uncategorized,
per Dr Klutzke,Uncategorized,
per Dr Klutzke,Uncategorized,
per Dr Klutzke,Uncategorized,
per Dr Klutzke,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Ref: Hyperaldosteronim,Uncategorized,
Ref: Hyperaldosteronim,Uncategorized,
Ref: Hyperaldosteronim,Uncategorized,
Ref: Hyperaldosteronim,Uncategorized,
Swollen lymph node,Uncategorized,
Swollen lymph node,Uncategorized,
Swollen lymph node,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Eval,Uncategorized,
follow up from ECC visit,Uncategorized,
Companion,Uncategorized,
Companion,Uncategorized,
eval kidney stones,Uncategorized,Urinary Issues
Poss blocked,Uncategorized,
bleeding post spay,Uncategorized,Post-surgical Care
bleeding post spay,Uncategorized,Post-surgical Care
bleeding post spay,Uncategorized,Post-surgical Care
Hurt Paw,Uncategorized,
Facial Swollen,Uncategorized,
Facial Swollen,Uncategorized,
Hernia,Uncategorized,
Hernia,Uncategorized,
Eval; cholecystectomy,Uncategorized,
Eval; cholecystectomy,Uncategorized,
Eval; cholecystectomy,Uncategorized,
Eval; cholecystectomy,Uncategorized,
Eval; cholecystectomy,Uncategorized,
Eval; cholecystectomy,Uncategorized,
"u/s, exploratory",Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
pneumothorax referral,Uncategorized,
pneumothorax referral,Uncategorized,
pneumothorax referral,Uncategorized,
pneumothorax referral,Uncategorized,
pneumothorax referral,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
necropsy,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Ear Laceration,Uncategorized,
Ear Laceration,Uncategorized,
referral - low platelets,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
CX,Uncategorized,
flail chest,Uncategorized,
flail chest,Uncategorized,
flail chest,Uncategorized,
flail chest,Uncategorized,
flail chest,Uncategorized,
flail chest,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
eval chronic incontinence,Uncategorized,
eval history of urocystoliths (cystostomy 9/1/23 STS),Uncategorized,
Drop off for CT,Uncategorized,
Declining health kidney issues quality of life discussion,Uncategorized,
"has stones, trouble urinating",Uncategorized,Urinary Issues
"in Optho , open new service per dept .",Uncategorized,
"in Optho , open new service per dept .",Uncategorized,
Necropsy,Uncategorized,
referral dialysis,Uncategorized,
referral dialysis,Uncategorized,
referral dialysis,Uncategorized,
referral dialysis,Uncategorized,
referral dialysis,Uncategorized,
referral dialysis,Uncategorized,
referral dialysis,Uncategorized,
stepped on by dogs,Uncategorized,
urinating blood,Uncategorized,
urinating blood,Uncategorized,
Ref- Parvo Positive,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
eval ectopic ureters  (MALE),Uncategorized,
DOA,Uncategorized,
Kidney failure,Uncategorized,
cultures,Uncategorized,
Abdominal U/S,Uncategorized,Gastrointestinal_Abdominal Issues
Abdominal U/S,Uncategorized,Gastrointestinal_Abdominal Issues
Abdominal U/S,Uncategorized,Gastrointestinal_Abdominal Issues
Abdominal U/S,Uncategorized,Gastrointestinal_Abdominal Issues
Abdominal U/S,Uncategorized,Gastrointestinal_Abdominal Issues
Abdominal U/S,Uncategorized,Gastrointestinal_Abdominal Issues
ruptured cyst on side,Uncategorized,
"Ref: diabetic, low blood counts",Uncategorized,
"Ref: diabetic, low blood counts",Uncategorized,
trouble urinating,Uncategorized,
trouble urinating,Uncategorized,
Eval Renal Values,Uncategorized,
Parathyroidectomy,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
eval ectopic ureter/stenosis,Uncategorized,
eval ectopic ureters,Uncategorized,
eval ectopic ureters,Uncategorized,
eval ectopic ureters,Uncategorized,
Urethral Stricture,Uncategorized,Urinary Issues
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
eval ectopic ureters,Uncategorized,
eval ectopic ureters,Uncategorized,
eval ectopic ureters,Uncategorized,
scope breathing issues,Uncategorized,
Eval-Anorexic,Uncategorized,
Eval-Anorexic,Uncategorized,
Euth Only,Uncategorized,
Eval - enlarged prostate,Uncategorized,
Eval - enlarged prostate,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
eval suspect ectopic ureter,Uncategorized,
Rehab,Uncategorized,
Kidney Issues,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Lateral thoracotomy with pericardial window,Uncategorized,
Lateral thoracotomy with pericardial window,Uncategorized,
Lateral thoracotomy with pericardial window,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cystotomy and neuter,Uncategorized,
Cystotomy and neuter,Uncategorized,
Cystotomy and neuter,Uncategorized,
Reff: Coyne Vet,Uncategorized,
Reff: Coyne Vet,Uncategorized,
Green discharge from vulva,Uncategorized,
Obstruction in Throat,Uncategorized,
Obstruction in Throat,Uncategorized,
labs,Uncategorized,
eval post urethral reconstruction,Uncategorized,Urinary Issues
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
urinating blood,Uncategorized,
referral for urethral obstruction,Uncategorized,Urinary Issues
referral for urethral obstruction,Uncategorized,Urinary Issues
Workup +/- TECA-BO revision,Uncategorized,HEENT
Workup +/- TECA-BO revision,Uncategorized,HEENT
Workup +/- TECA-BO revision,Uncategorized,HEENT
Workup +/- TECA-BO revision,Uncategorized,HEENT
Workup +/- TECA-BO revision,Uncategorized,HEENT
Unsteady on feet,Uncategorized,
Unsteady on feet,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Urinating frequently,Uncategorized,
Not doing well (SAIM pt),Uncategorized,
Not doing well (SAIM pt),Uncategorized,
Not doing well (SAIM pt),Uncategorized,
Not doing well (SAIM pt),Uncategorized,
Cystotomy,Uncategorized,
Cystotomy,Uncategorized,
Pleural Effusion ok Dr. Parnell,Uncategorized,
Pleural Effusion ok Dr. Parnell,Uncategorized,
Pleural Effusion ok Dr. Parnell,Uncategorized,
eval proteinuria/CKD,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cat Fight,Uncategorized,
DOA,Uncategorized,
DOA,Uncategorized,
DOA,Uncategorized,
DOA,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Eval Obstructed Airflow/ Sinusitis,Uncategorized,
not able to urinate,Uncategorized,
Eval Breathing Issues,Uncategorized,
Eval - TKR,Uncategorized,
Eval - TKR,Uncategorized,
Eval - TKR,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Culture,Uncategorized,
Drop off for THR revision,Uncategorized,
Drop off for THR revision,Uncategorized,
culture,Uncategorized,
culture,Uncategorized,
culture,Uncategorized,
"Not moved for 15 hours, urinated on self",Uncategorized,
Swollen Udder,Uncategorized,
redness around vaginal area,Uncategorized,
"stump pyometra, diabetic",Uncategorized,
"stump pyometra, diabetic",Uncategorized,
not able to urinate post marsupialization,Uncategorized,
not able to urinate post marsupialization,Uncategorized,
OHE referred from our ECC,Uncategorized,
OHE referred from our ECC,Uncategorized,
OHE referred from our ECC,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
TECA Surgery,Uncategorized,HEENT
TECA Surgery,Uncategorized,HEENT
TECA Surgery,Uncategorized,HEENT
culture topical and systemic sensitivity,Uncategorized,
culture topical and systemic sensitivity,Uncategorized,
remove plate,Uncategorized,
remove plate,Uncategorized,
remove plate,Uncategorized,
remove plate,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Labs,Uncategorized,
Down,Uncategorized,
Reff:Hobart Ah,Uncategorized,
eval possible ectopic ureter,Uncategorized,
Eval dypsnea,Uncategorized,
Eval dypsnea,Uncategorized,
Eval dypsnea,Uncategorized,
Eval- not walking HBC,Uncategorized,
Eval- not walking HBC,Uncategorized,
Referral - losing control of balance / bowels,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
"returning, not doing well",Uncategorized,
"returning, not doing well",Uncategorized,
"returning, not doing well",Uncategorized,
referral for kidney rupture,Uncategorized,
referral for kidney rupture,Uncategorized,
referral for kidney rupture,Uncategorized,
referral for kidney rupture,Uncategorized,
"elevated kidney levels, referral",Uncategorized,
foot caught in window a couple days ago. lost a toe,Uncategorized,
foot caught in window a couple days ago. lost a toe,Uncategorized,
foot caught in window a couple days ago. lost a toe,Uncategorized,
foot caught in window a couple days ago. lost a toe,Uncategorized,
Not Getting Better- Returning from 11/15,Uncategorized,
Not Getting Better- Returning from 11/15,Uncategorized,
Drop off reexamination,Uncategorized,
Drop off reexamination,Uncategorized,
Drop off reexamination,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
cultures,Uncategorized,
flush gut pouches,Uncategorized,
Salmonella,Uncategorized,
Salmonella,Uncategorized,
Euth only,Uncategorized,
Euth only,Uncategorized,
Euth only,Uncategorized,
Possibly Ate Coins,Uncategorized,
Eval I-131,Uncategorized,
Eval - TKR,Uncategorized,
Eval - TKR,Uncategorized,
eval left kidney stone/possible cyst right kidney,Uncategorized,Urinary Issues
CT Scan -Chest and Abdomen,Uncategorized,
CT Scan -Chest and Abdomen,Uncategorized,
CT Scan -Chest and Abdomen,Uncategorized,
CT Scan -Chest and Abdomen,Uncategorized,
CT Scan -Chest and Abdomen,Uncategorized,
"In ECC 11/15, still not urinating",Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Straining and not urinating,Uncategorized,
Straining and not urinating,Uncategorized,
Swollen Face,Uncategorized,
Unable to Urinate,Uncategorized,
Urinating blood,Uncategorized,
Urethral obstruction,Uncategorized,Urinary Issues
Urethral obstruction,Uncategorized,Urinary Issues
Urethral obstruction,Uncategorized,Urinary Issues
Eval - Cholecystectomy,Uncategorized,
Eval - Cholecystectomy,Uncategorized,
Eval - Cholecystectomy,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
Cultures,Uncategorized,
MRI,Uncategorized,
Blood work,Uncategorized,
Blood work,Uncategorized,
Blood work,Uncategorized,
